# ProtRank analysis results of a dataset with 6862 rows and 2 comparisons
# comparisons in group 1: H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_1.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_2.raw & H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_4.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzadC_1.raw
# FDR values computed using 100 bootstrap realizations of the data
# rank	row	LFC	rank score	FDR	signs in groups
5866	Q8BGV8	0.00	0.492546	1.00000	-
5867	Q8BGW1	0.00	0.492546	1.00000	-
5868	Q80XI4	0.00	0.492546	1.00000	-
5869	Q80XE1	0.00	0.492546	1.00000	-
5870	Q8BHA3	0.00	0.492546	1.00000	-
5871	Q80XC6	0.00	0.492546	1.00000	-
5872	Q80XC2	0.00	0.492546	1.00000	-
5873	Q8BHE1	0.00	0.492546	1.00000	-
5874	Q8BHE8	0.00	0.492546	1.00000	-
5875	Q8BHF7	0.00	0.492546	1.00000	-
5876	Q8BHG1	0.00	0.492546	1.00000	-
5877	Q8BHG2	0.00	0.492546	1.00000	-
5878	Q80X71	0.00	0.492546	1.00000	-
5879	Q8BHI7	0.00	0.492546	1.00000	-
5880	Q8BHJ5	0.00	0.492546	1.00000	-
5881	Q80X66	0.00	0.492546	1.00000	-
5882	Q8BHK6	0.00	0.492546	1.00000	-
5883	Q8BHL5	0.00	0.492546	1.00000	-
5884	Q8BHL8	0.00	0.492546	1.00000	-
5885	Q8BHN1	0.00	0.492546	1.00000	-
5886	Q80WQ9	0.00	0.492546	1.00000	-
5887	Q80XP8	0.00	0.492546	1.00000	-
5888	Q7TN99	0.00	0.492546	1.00000	-
5889	Q80XP9	0.00	0.492546	1.00000	-
5890	Q8BH83	0.00	0.492546	1.00000	-
5891	Q8BGX1	0.00	0.492546	1.00000	-
5892	Q8BGX2	0.00	0.492546	1.00000	-
5893	Q8BGX7	0.00	0.492546	1.00000	-
5894	Q8BGY2	0.00	0.492546	1.00000	-
5895	Q8BGY4	0.00	0.492546	1.00000	-
5896	Q8BGY7	0.00	0.492546	1.00000	-
5897	Q80YQ8	0.00	0.492546	1.00000	-
5898	Q80Y98	0.00	0.492546	1.00000	-
5899	Q80Y56	0.00	0.492546	1.00000	-
5900	Q80Y55	0.00	0.492546	1.00000	-
5901	Q80Y20	0.00	0.492546	1.00000	-
5902	Q8BH55	0.00	0.492546	1.00000	-
5903	Q80Y17	0.00	0.492546	1.00000	-
5904	Q8BH58	0.00	0.492546	1.00000	-
5905	Q8BH59	0.00	0.492546	1.00000	-
5906	Q80Y14	0.00	0.492546	1.00000	-
5907	Q8BH65	0.00	0.492546	1.00000	-
5908	Q8BH73	0.00	0.492546	1.00000	-
5909	Q80XR2	0.00	0.492546	1.00000	-
5910	Q8BH86	0.00	0.492546	1.00000	-
5911	Q8K3W0	0.00	0.492546	1.00000	-
5912	Q7TN58	0.00	0.492546	1.00000	-
5913	Q8BMQ8	0.00	0.492546	1.00000	-
5914	Q6PEV3	0.00	0.492546	1.00000	-
5915	Q6PEE3	0.00	0.492546	1.00000	-
5916	Q8BWT5	0.00	0.492546	1.00000	-
5917	Q8BWU5	0.00	0.492546	1.00000	-
5918	Q6PEB6	0.00	0.492546	1.00000	-
5919	Q6PE15	0.00	0.492546	1.00000	-
5920	Q6PDY2	0.00	0.492546	1.00000	-
5921	Q6PDM1	0.00	0.492546	1.00000	-
5922	Q8BWR2	0.00	0.492546	1.00000	-
5923	Q6PDL0	0.00	0.492546	1.00000	-
5924	Q6PDJ6	0.00	0.492546	1.00000	-
5925	Q6PDG8	0.00	0.492546	1.00000	-
5926	Q8BX13	0.00	0.492546	1.00000	-
5927	Q6PDG5	0.00	0.492546	1.00000	-
5928	Q6PD31	0.00	0.492546	1.00000	-
5929	Q6PD19	0.00	0.492546	1.00000	-
5930	Q6PD10	0.00	0.492546	1.00000	-
5931	Q6PCS8	0.00	0.492546	1.00000	-
5932	Q8BX05	0.00	0.492546	1.00000	-
5933	Q8BWQ6	0.00	0.492546	1.00000	-
5934	Q8BWP5	0.00	0.492546	1.00000	-
5935	Q8BWM0	0.00	0.492546	1.00000	-
5936	Q6PGF7	0.00	0.492546	1.00000	-
5937	Q8BUY5	0.00	0.492546	1.00000	-
5938	Q8BVA5	0.00	0.492546	1.00000	-
5939	Q8BVD5	0.00	0.492546	1.00000	-
5940	Q6PGF3	0.00	0.492546	1.00000	-
5941	Q8BVF7	0.00	0.492546	1.00000	-
5942	Q8BVH9	0.00	0.492546	1.00000	-
5943	Q6PFX9	0.00	0.492546	1.00000	-
5944	Q8BVL3	0.00	0.492546	1.00000	-
5945	Q6PFQ7	0.00	0.492546	1.00000	-
5946	Q8BVN4	0.00	0.492546	1.00000	-
5947	Q8BVQ5	0.00	0.492546	1.00000	-
5948	Q6PFH3	0.00	0.492546	1.00000	-
5949	Q6PFE3	0.00	0.492546	1.00000	-
5950	Q8BW70	0.00	0.492546	1.00000	-
5951	Q6PF93	0.00	0.492546	1.00000	-
5952	Q8BW96	0.00	0.492546	1.00000	-
5953	Q8BWF0	0.00	0.492546	1.00000	-
5954	Q8BWH0	0.00	0.492546	1.00000	-
5955	Q8BXA5	0.00	0.492546	1.00000	-
5956	Q8BUV3	0.00	0.492546	1.00000	-
5957	Q8BXC6	0.00	0.492546	1.00000	-
5958	Q8BXL7	0.00	0.492546	1.00000	-
5959	Q8BZA9	0.00	0.492546	1.00000	-
5960	Q8BZB2	0.00	0.492546	1.00000	-
5961	Q6P6J0	0.00	0.492546	1.00000	-
5962	Q8BZJ7	0.00	0.492546	1.00000	-
5963	Q8BZM0	0.00	0.492546	1.00000	-
5964	Q8BZM1	0.00	0.492546	1.00000	-
5965	Q6P5G6	0.00	0.492546	1.00000	-
5966	Q6P5E6	0.00	0.492546	1.00000	-
5967	Q6P6J9	0.00	0.492546	1.00000	-
5968	Q8BZW8	0.00	0.492546	1.00000	-
5969	Q6P5E4	0.00	0.492546	1.00000	-
5970	Q6P5C5	0.00	0.492546	1.00000	-
5971	Q8C050	0.00	0.492546	1.00000	-
5972	Q6P549	0.00	0.492546	1.00000	-
5973	Q8C078	0.00	0.492546	1.00000	-
5974	Q8C079	0.00	0.492546	1.00000	-
5975	Q8C080	0.00	0.492546	1.00000	-
5976	Q6P3Z3	0.00	0.492546	1.00000	-
5977	Q8BZX4	0.00	0.492546	1.00000	-
5978	Q8BZ32	0.00	0.492546	1.00000	-
5979	Q6P6M7	0.00	0.492546	1.00000	-
5980	Q6P7W5	0.00	0.492546	1.00000	-
5981	Q6PCP5	0.00	0.492546	1.00000	-
5982	Q8BXZ1	0.00	0.492546	1.00000	-
5983	Q6PAJ1	0.00	0.492546	1.00000	-
5984	Q6P9S1	0.00	0.492546	1.00000	-
5985	Q8BY89	0.00	0.492546	1.00000	-
5986	Q6P9R2	0.00	0.492546	1.00000	-
5987	Q8BYB9	0.00	0.492546	1.00000	-
5988	Q6P9Q6	0.00	0.492546	1.00000	-
5989	Q8BYH3	0.00	0.492546	1.00000	-
5990	Q6P9Q4	0.00	0.492546	1.00000	-
5991	Q6P8X1	0.00	0.492546	1.00000	-
5992	Q8BYJ6	0.00	0.492546	1.00000	-
5993	Q8BYK6	0.00	0.492546	1.00000	-
5994	Q8BYL4	0.00	0.492546	1.00000	-
5995	Q8BYM8	0.00	0.492546	1.00000	-
5996	Q8BYR1	0.00	0.492546	1.00000	-
5997	Q6P8M1	0.00	0.492546	1.00000	-
5998	Q6P8H8	0.00	0.492546	1.00000	-
5999	Q8BZ03	0.00	0.492546	1.00000	-
6000	Q8BXK8	0.00	0.492546	1.00000	-
6001	Q6PGH2	0.00	0.492546	1.00000	-
6002	Q6PGK3	0.00	0.492546	1.00000	-
6003	Q8BUK6	0.00	0.492546	1.00000	-
6004	Q8BPK2	0.00	0.492546	1.00000	-
6005	Q8BPM2	0.00	0.492546	1.00000	-
6006	Q8BPN8	0.00	0.492546	1.00000	-
6007	Q8BPU7	0.00	0.492546	1.00000	-
6008	Q78RX3	0.00	0.492546	1.00000	-
6009	Q78PG9	0.00	0.492546	1.00000	-
6010	Q78KK3	0.00	0.492546	1.00000	-
6011	Q8BQ47	0.00	0.492546	1.00000	-
6012	Q8BPG6	0.00	0.492546	1.00000	-
6013	Q78J03	0.00	0.492546	1.00000	-
6014	Q76LS9	0.00	0.492546	1.00000	-
6015	Q8BQY8	0.00	0.492546	1.00000	-
6016	Q8BQZ4	0.00	0.492546	1.00000	-
6017	Q71RI9	0.00	0.492546	1.00000	-
6018	Q8BR07	0.00	0.492546	1.00000	-
6019	Q71FD7	0.00	0.492546	1.00000	-
6020	Q8BR90	0.00	0.492546	1.00000	-
6021	Q8BR92	0.00	0.492546	1.00000	-
6022	Q78IQ7	0.00	0.492546	1.00000	-
6023	Q8BPB0	0.00	0.492546	1.00000	-
6024	Q8BPA8	0.00	0.492546	1.00000	-
6025	Q8BP86	0.00	0.492546	1.00000	-
6026	Q7TN05	0.00	0.492546	1.00000	-
6027	Q8BMS4	0.00	0.492546	1.00000	-
6028	Q8BMS9	0.00	0.492546	1.00000	-
6029	Q8BMZ5	0.00	0.492546	1.00000	-
6030	Q7TN02	0.00	0.492546	1.00000	-
6031	Q8BN78	0.00	0.492546	1.00000	-
6032	Q8BND3	0.00	0.492546	1.00000	-
6033	Q7TMY4	0.00	0.492546	1.00000	-
6034	Q7TMW6	0.00	0.492546	1.00000	-
6035	Q7TMV3	0.00	0.492546	1.00000	-
6036	Q8BNW9	0.00	0.492546	1.00000	-
6037	Q7TMR0	0.00	0.492546	1.00000	-
6038	Q8BP18	0.00	0.492546	1.00000	-
6039	Q7TMM9	0.00	0.492546	1.00000	-
6040	Q7TMF3	0.00	0.492546	1.00000	-
6041	Q7TMC8	0.00	0.492546	1.00000	-
6042	Q7M6Y3	0.00	0.492546	1.00000	-
6043	Q791V5	0.00	0.492546	1.00000	-
6044	Q791T5	0.00	0.492546	1.00000	-
6045	Q6ZQK5	0.00	0.492546	1.00000	-
6046	Q8BRF7	0.00	0.492546	1.00000	-
6047	Q8BRG6	0.00	0.492546	1.00000	-
6048	Q6ZQJ5	0.00	0.492546	1.00000	-
6049	Q6TYB5	0.00	0.492546	1.00000	-
6050	Q6TEK5	0.00	0.492546	1.00000	-
6051	Q8BTV1	0.00	0.492546	1.00000	-
6052	Q6S5J6	0.00	0.492546	1.00000	-
6053	Q6S5C2	0.00	0.492546	1.00000	-
6054	Q8BTW8	0.00	0.492546	1.00000	-
6055	Q6RHR9	0.00	0.492546	1.00000	-
6056	Q8BTX9	0.00	0.492546	1.00000	-
6057	Q8BTY2	0.00	0.492546	1.00000	-
6058	Q6QD59	0.00	0.492546	1.00000	-
6059	Q6Q477	0.00	0.492546	1.00000	-
6060	Q8BTZ5	0.00	0.492546	1.00000	-
6061	Q8BTZ7	0.00	0.492546	1.00000	-
6062	Q6PNC0	0.00	0.492546	1.00000	-
6063	Q6PJN8	0.00	0.492546	1.00000	-
6064	Q6PHU5	0.00	0.492546	1.00000	-
6065	Q6PH08	0.00	0.492546	1.00000	-
6066	Q6PGN3	0.00	0.492546	1.00000	-
6067	Q6PGL7	0.00	0.492546	1.00000	-
6068	Q6VNB8	0.00	0.492546	1.00000	-
6069	Q7TN37	0.00	0.492546	1.00000	-
6070	Q6WKZ7	0.00	0.492546	1.00000	-
6071	Q8BTH8	0.00	0.492546	1.00000	-
6072	Q6ZQB6	0.00	0.492546	1.00000	-
6073	Q8BRH4	0.00	0.492546	1.00000	-
6074	Q8BRK8	0.00	0.492546	1.00000	-
6075	Q8BRM2	0.00	0.492546	1.00000	-
6076	Q6ZQA6	0.00	0.492546	1.00000	-
6077	Q6ZQA0	0.00	0.492546	1.00000	-
6078	Q8BS45	0.00	0.492546	1.00000	-
6079	Q6ZQ29	0.00	0.492546	1.00000	-
6080	Q8BS90	0.00	0.492546	1.00000	-
6081	Q8BSA9	0.00	0.492546	1.00000	-
6082	Q6ZQ12	0.00	0.492546	1.00000	-
6083	Q6ZQ11	0.00	0.492546	1.00000	-
6084	Q8BSK8	0.00	0.492546	1.00000	-
6085	Q6ZPU9	0.00	0.492546	1.00000	-
6086	Q6ZPF4	0.00	0.492546	1.00000	-
6087	Q6ZPE2	0.00	0.492546	1.00000	-
6088	Q8BSZ2	0.00	0.492546	1.00000	-
6089	Q6Y685	0.00	0.492546	1.00000	-
6090	Q8BTE0	0.00	0.492546	1.00000	-
6091	Q6X893	0.00	0.492546	1.00000	-
6092	Q8K3W3	0.00	0.492546	1.00000	-
6093	Q8K370	0.00	0.492546	1.00000	-
6094	Q91VZ6	0.00	0.492546	1.00000	-
6095	Q09143	0.00	0.492546	1.00000	-
6096	Q91Z58	0.00	0.492546	1.00000	-
6097	Q08642	0.00	0.492546	1.00000	-
6098	Q91Z92	0.00	0.492546	1.00000	-
6099	Q91ZA3	0.00	0.492546	1.00000	-
6100	Q91ZJ5	0.00	0.492546	1.00000	-
6101	Q91ZM2	0.00	0.492546	1.00000	-
6102	Q91ZN5	0.00	0.492546	1.00000	-
6103	Q0GNC1	0.00	0.492546	1.00000	-
6104	Q91ZP3	0.00	0.492546	1.00000	-
6105	Q91ZR2	0.00	0.492546	1.00000	-
6106	Q91ZR3	0.00	0.492546	1.00000	-
6107	Q08481	0.00	0.492546	1.00000	-
6108	Q91ZT5	0.00	0.492546	1.00000	-
6109	Q08376	0.00	0.492546	1.00000	-
6110	Q08274	0.00	0.492546	1.00000	-
6111	Q08189	0.00	0.492546	1.00000	-
6112	Q08122	0.00	0.492546	1.00000	-
6113	Q08509	0.00	0.492546	1.00000	-
6114	Q91YY4	0.00	0.492546	1.00000	-
6115	Q0KL01	0.00	0.492546	1.00000	-
6116	Q0KL02	0.00	0.492546	1.00000	-
6117	Q14CH1	0.00	0.492546	1.00000	-
6118	Q14BV6	0.00	0.492546	1.00000	-
6119	Q91YJ3	0.00	0.492546	1.00000	-
6120	Q91YJ5	0.00	0.492546	1.00000	-
6121	Q14B01	0.00	0.492546	1.00000	-
6122	Q149F3	0.00	0.492546	1.00000	-
6123	Q149C2	0.00	0.492546	1.00000	-
6124	Q91YN0	0.00	0.492546	1.00000	-
6125	Q91YN1	0.00	0.492546	1.00000	-
6126	Q0VGT4	0.00	0.492546	1.00000	-
6127	P47806	0.00	0.492546	1.00000	-
6128	Q0VGB7	0.00	0.492546	1.00000	-
6129	Q0VG62	0.00	0.492546	1.00000	-
6130	Q0VEJ0	0.00	0.492546	1.00000	-
6131	Q0VBK2	0.00	0.492546	1.00000	-
6132	Q91YR9	0.00	0.492546	1.00000	-
6133	Q91YS8	0.00	0.492546	1.00000	-
6134	Q8BH50	0.00	0.492546	1.00000	-
6135	Q91YT7	0.00	0.492546	1.00000	-
6136	Q91ZX7	0.00	0.492546	1.00000	-
6137	Q1WG82	0.00	0.492546	1.00000	-
6138	Q920A5	0.00	0.492546	1.00000	-
6139	Q08024	0.00	0.492546	1.00000	-
6140	Q921L5	0.00	0.492546	1.00000	-
6141	Q01514	0.00	0.492546	1.00000	-
6142	Q01237	0.00	0.492546	1.00000	-
6143	Q921M7	0.00	0.492546	1.00000	-
6144	Q01065	0.00	0.492546	1.00000	-
6145	Q921N7	0.00	0.492546	1.00000	-
6146	Q921N8	0.00	0.492546	1.00000	-
6147	Q921S7	0.00	0.492546	1.00000	-
6148	Q01730	0.00	0.492546	1.00000	-
6149	Q921T2	0.00	0.492546	1.00000	-
6150	Q921W4	0.00	0.492546	1.00000	-
6151	Q00612	0.00	0.492546	1.00000	-
6152	Q921Y4	0.00	0.492546	1.00000	-
6153	P98197	0.00	0.492546	1.00000	-
6154	Q922B6	0.00	0.492546	1.00000	-
6155	P98192	0.00	0.492546	1.00000	-
6156	P98083	0.00	0.492546	1.00000	-
6157	P98078	0.00	0.492546	1.00000	-
6158	Q921V5	0.00	0.492546	1.00000	-
6159	Q921K2	0.00	0.492546	1.00000	-
6160	Q921J4	0.00	0.492546	1.00000	-
6161	Q02819	0.00	0.492546	1.00000	-
6162	Q07813	0.00	0.492546	1.00000	-
6163	Q07417	0.00	0.492546	1.00000	-
6164	Q07243	0.00	0.492546	1.00000	-
6165	Q920I9	0.00	0.492546	1.00000	-
6166	Q920Q4	0.00	0.492546	1.00000	-
6167	Q06335	0.00	0.492546	1.00000	-
6168	Q9DB16	0.00	0.492546	1.00000	-
6169	Q05A80	0.00	0.492546	1.00000	-
6170	Q05909	0.00	0.492546	1.00000	-
6171	Q921C5	0.00	0.492546	1.00000	-
6172	Q921D4	0.00	0.492546	1.00000	-
6173	P35285	0.00	0.492546	1.00000	-
6174	Q04863	0.00	0.492546	1.00000	-
6175	Q04207	0.00	0.492546	1.00000	-
6176	Q03958	0.00	0.492546	1.00000	-
6177	Q03249	0.00	0.492546	1.00000	-
6178	Q03147	0.00	0.492546	1.00000	-
6179	Q921I2	0.00	0.492546	1.00000	-
6180	Q62413	0.00	0.492546	1.00000	-
6181	Q08093	0.00	0.492546	1.00000	-
6182	Q91YI0	0.00	0.492546	1.00000	-
6183	Q2EMV9	0.00	0.492546	1.00000	-
6184	Q2KHI9	0.00	0.492546	1.00000	-
6185	Q91W40	0.00	0.492546	1.00000	-
6186	Q3TMV7	0.00	0.492546	1.00000	-
6187	Q3TLS3	0.00	0.492546	1.00000	-
6188	Q91W53	0.00	0.492546	1.00000	-
6189	Q91W61	0.00	0.492546	1.00000	-
6190	Q91W67	0.00	0.492546	1.00000	-
6191	Q91W78	0.00	0.492546	1.00000	-
6192	Q3TLR7	0.00	0.492546	1.00000	-
6193	Q3TMX5	0.00	0.492546	1.00000	-
6194	Q91W89	0.00	0.492546	1.00000	-
6195	Q3TLD5	0.00	0.492546	1.00000	-
6196	Q3TL26	0.00	0.492546	1.00000	-
6197	Q91WA6	0.00	0.492546	1.00000	-
6198	Q91WB4	0.00	0.492546	1.00000	-
6199	Q91WC0	0.00	0.492546	1.00000	-
6200	Q3TKR3	0.00	0.492546	1.00000	-
6201	Q91WD4	0.00	0.492546	1.00000	-
6202	Q91WE1	0.00	0.492546	1.00000	-
6203	Q91W98	0.00	0.492546	1.00000	-
6204	Q3TMX7	0.00	0.492546	1.00000	-
6205	Q91W18	0.00	0.492546	1.00000	-
6206	Q8VI24	0.00	0.492546	1.00000	-
6207	Q3U0M1	0.00	0.492546	1.00000	-
6208	Q3U0D9	0.00	0.492546	1.00000	-
6209	Q3U034	0.00	0.492546	1.00000	-
6210	Q922G0	0.00	0.492546	1.00000	-
6211	Q3TYX3	0.00	0.492546	1.00000	-
6212	Q91VM3	0.00	0.492546	1.00000	-
6213	Q3TY92	0.00	0.492546	1.00000	-
6214	Q91VM9	0.00	0.492546	1.00000	-
6215	Q3TWN3	0.00	0.492546	1.00000	-
6216	Q3TWI9	0.00	0.492546	1.00000	-
6217	Q3TW96	0.00	0.492546	1.00000	-
6218	Q3TVC7	0.00	0.492546	1.00000	-
6219	Q3TV70	0.00	0.492546	1.00000	-
6220	Q91VU0	0.00	0.492546	1.00000	-
6221	Q91VU6	0.00	0.492546	1.00000	-
6222	Q91VW5	0.00	0.492546	1.00000	-
6223	Q3TTA7	0.00	0.492546	1.00000	-
6224	Q91VY5	0.00	0.492546	1.00000	-
6225	Q3TN34	0.00	0.492546	1.00000	-
6226	Q91WE2	0.00	0.492546	1.00000	-
6227	Q3TFQ1	0.00	0.492546	1.00000	-
6228	Q91WF7	0.00	0.492546	1.00000	-
6229	Q91WG8	0.00	0.492546	1.00000	-
6230	Q91X91	0.00	0.492546	1.00000	-
6231	Q91XA2	0.00	0.492546	1.00000	-
6232	Q91XB7	0.00	0.492546	1.00000	-
6233	Q3SXD3	0.00	0.492546	1.00000	-
6234	Q3KNM2	0.00	0.492546	1.00000	-
6235	Q91XF0	0.00	0.492546	1.00000	-
6236	Q3B7Z2	0.00	0.492546	1.00000	-
6237	Q91XL3	0.00	0.492546	1.00000	-
6238	Q33DR2	0.00	0.492546	1.00000	-
6239	Q91XM9	0.00	0.492546	1.00000	-
6240	Q2VIS4	0.00	0.492546	1.00000	-
6241	Q2TPA8	0.00	0.492546	1.00000	-
6242	Q91XV3	0.00	0.492546	1.00000	-
6243	Q2TBA3	0.00	0.492546	1.00000	-
6244	Q2NL51	0.00	0.492546	1.00000	-
6245	Q91YD9	0.00	0.492546	1.00000	-
6246	Q91YE3	0.00	0.492546	1.00000	-
6247	Q2MHN3	0.00	0.492546	1.00000	-
6248	Q2MDF8	0.00	0.492546	1.00000	-
6249	Q3TAA7	0.00	0.492546	1.00000	-
6250	Q922E4	0.00	0.492546	1.00000	-
6251	Q3TAE8	0.00	0.492546	1.00000	-
6252	Q3TC46	0.00	0.492546	1.00000	-
6253	Q91WI7	0.00	0.492546	1.00000	-
6254	Q91WK0	0.00	0.492546	1.00000	-
6255	Q91WK1	0.00	0.492546	1.00000	-
6256	Q9D074	0.00	0.492546	1.00000	-
6257	Q91WK5	0.00	0.492546	1.00000	-
6258	Q3TDX8	0.00	0.492546	1.00000	-
6259	Q91WM2	0.00	0.492546	1.00000	-
6260	Q3TDQ1	0.00	0.492546	1.00000	-
6261	Q3TDK6	0.00	0.492546	1.00000	-
6262	Q91WQ5	0.00	0.492546	1.00000	-
6263	Q3TDD9	0.00	0.492546	1.00000	-
6264	Q91WS0	0.00	0.492546	1.00000	-
6265	Q3TCN2	0.00	0.492546	1.00000	-
6266	Q91WT4	0.00	0.492546	1.00000	-
6267	Q3TCJ1	0.00	0.492546	1.00000	-
6268	Q91WT9	0.00	0.492546	1.00000	-
6269	Q91WU5	0.00	0.492546	1.00000	-
6270	Q3TC93	0.00	0.492546	1.00000	-
6271	Q91WZ8	0.00	0.492546	1.00000	-
6272	Q91X43	0.00	0.492546	1.00000	-
6273	Q922E6	0.00	0.492546	1.00000	-
6274	P97858	0.00	0.492546	1.00000	-
6275	Q922G2	0.00	0.492546	1.00000	-
6276	Q99L13	0.00	0.492546	1.00000	-
6277	P69566	0.00	0.492546	1.00000	-
6278	Q99L43	0.00	0.492546	1.00000	-
6279	P63328	0.00	0.492546	1.00000	-
6280	Q99LB0	0.00	0.492546	1.00000	-
6281	P63321	0.00	0.492546	1.00000	-
6282	P63254	0.00	0.492546	1.00000	-
6283	P63024	0.00	0.492546	1.00000	-
6284	P70122	0.00	0.492546	1.00000	-
6285	P62965	0.00	0.492546	1.00000	-
6286	P62849	0.00	0.492546	1.00000	-
6287	Q99LH9	0.00	0.492546	1.00000	-
6288	P62843	0.00	0.492546	1.00000	-
6289	P62627	0.00	0.492546	1.00000	-
6290	Q99LI8	0.00	0.492546	1.00000	-
6291	Q99LJ0	0.00	0.492546	1.00000	-
6292	Q99LJ1	0.00	0.492546	1.00000	-
6293	Q99LJ6	0.00	0.492546	1.00000	-
6294	P62897	0.00	0.492546	1.00000	-
6295	Q8BFU3	0.00	0.492546	1.00000	-
6296	P70175	0.00	0.492546	1.00000	-
6297	P70182	0.00	0.492546	1.00000	-
6298	P70302	0.00	0.492546	1.00000	-
6299	P70297	0.00	0.492546	1.00000	-
6300	P70295	0.00	0.492546	1.00000	-
6301	P70290	0.00	0.492546	1.00000	-
6302	P70280	0.00	0.492546	1.00000	-
6303	Q99KF1	0.00	0.492546	1.00000	-
6304	Q99KG5	0.00	0.492546	1.00000	-
6305	P70271	0.00	0.492546	1.00000	-
6306	Q99KJ8	0.00	0.492546	1.00000	-
6307	P70270	0.00	0.492546	1.00000	-
6308	P70265	0.00	0.492546	1.00000	-
6309	Q99KN2	0.00	0.492546	1.00000	-
6310	P70245	0.00	0.492546	1.00000	-
6311	P70236	0.00	0.492546	1.00000	-
6312	P70218	0.00	0.492546	1.00000	-
6313	P70208	0.00	0.492546	1.00000	-
6314	Q99KU0	0.00	0.492546	1.00000	-
6315	P70196	0.00	0.492546	1.00000	-
6316	P70188	0.00	0.492546	1.00000	-
6317	P62484	0.00	0.492546	1.00000	-
6318	Q99LM3	0.00	0.492546	1.00000	-
6319	P62342	0.00	0.492546	1.00000	-
6320	Q99LQ1	0.00	0.492546	1.00000	-
6321	Q99MP8	0.00	0.492546	1.00000	-
6322	P61027	0.00	0.492546	1.00000	-
6323	P61025	0.00	0.492546	1.00000	-
6324	Q99MR3	0.00	0.492546	1.00000	-
6325	P61022	0.00	0.492546	1.00000	-
6326	P61021	0.00	0.492546	1.00000	-
6327	Q99MS8	0.00	0.492546	1.00000	-
6328	P60521	0.00	0.492546	1.00000	-
6329	Q99MV2	0.00	0.492546	1.00000	-
6330	Q99MW1	0.00	0.492546	1.00000	-
6331	Q99MZ7	0.00	0.492546	1.00000	-
6332	Q99N17	0.00	0.492546	1.00000	-
6333	Q99N57	0.00	0.492546	1.00000	-
6334	Q99N85	0.00	0.492546	1.00000	-
6335	P60487	0.00	0.492546	1.00000	-
6336	Q99N89	0.00	0.492546	1.00000	-
6337	Q99N92	0.00	0.492546	1.00000	-
6338	P60003	0.00	0.492546	1.00000	-
6339	P59808	0.00	0.492546	1.00000	-
6340	Q99MN9	0.00	0.492546	1.00000	-
6341	Q99K74	0.00	0.492546	1.00000	-
6342	P61080	0.00	0.492546	1.00000	-
6343	Q99ML1	0.00	0.492546	1.00000	-
6344	Q99LR1	0.00	0.492546	1.00000	-
6345	Q99LS3	0.00	0.492546	1.00000	-
6346	Q99LV7	0.00	0.492546	1.00000	-
6347	P62313	0.00	0.492546	1.00000	-
6348	Q99LX0	0.00	0.492546	1.00000	-
6349	P62309	0.00	0.492546	1.00000	-
6350	P62274	0.00	0.492546	1.00000	-
6351	P62254	0.00	0.492546	1.00000	-
6352	Q99M03	0.00	0.492546	1.00000	-
6353	P62075	0.00	0.492546	1.00000	-
6354	P62071	0.00	0.492546	1.00000	-
6355	P61961	0.00	0.492546	1.00000	-
6356	Q9Z172	0.00	0.492546	1.00000	-
6357	P61924	0.00	0.492546	1.00000	-
6358	P61600	0.00	0.492546	1.00000	-
6359	Q99MD6	0.00	0.492546	1.00000	-
6360	Q99MD8	0.00	0.492546	1.00000	-
6361	Q99MI1	0.00	0.492546	1.00000	-
6362	Q99MK8	0.00	0.492546	1.00000	-
6363	P61087	0.00	0.492546	1.00000	-
6364	Q91VJ1	0.00	0.492546	1.00000	-
6365	Q99K70	0.00	0.492546	1.00000	-
6366	P70333	0.00	0.492546	1.00000	-
6367	Q923U0	0.00	0.492546	1.00000	-
6368	P97429	0.00	0.492546	1.00000	-
6369	P97372	0.00	0.492546	1.00000	-
6370	Q924A2	0.00	0.492546	1.00000	-
6371	P97370	0.00	0.492546	1.00000	-
6372	Q924D0	0.00	0.492546	1.00000	-
6373	Q924H2	0.00	0.492546	1.00000	-
6374	Q924H5	0.00	0.492546	1.00000	-
6375	P97431	0.00	0.492546	1.00000	-
6376	P97366	0.00	0.492546	1.00000	-
6377	Q924M7	0.00	0.492546	1.00000	-
6378	Q924T2	0.00	0.492546	1.00000	-
6379	Q924T3	0.00	0.492546	1.00000	-
6380	Q924T7	0.00	0.492546	1.00000	-
6381	P97355	0.00	0.492546	1.00000	-
6382	P97352	0.00	0.492546	1.00000	-
6383	Q924Z4	0.00	0.492546	1.00000	-
6384	Q925B0	0.00	0.492546	1.00000	-
6385	P97360	0.00	0.492546	1.00000	-
6386	Q923K4	0.00	0.492546	1.00000	-
6387	P97447	0.00	0.492546	1.00000	-
6388	P97449	0.00	0.492546	1.00000	-
6389	Q922H4	0.00	0.492546	1.00000	-
6390	P97823	0.00	0.492546	1.00000	-
6391	P97821	0.00	0.492546	1.00000	-
