# ProtRank analysis results of a dataset with 6862 rows and 2 comparisons
# comparisons in group 1: H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_1.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_2.raw & H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_4.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzadC_1.raw
# FDR values computed using 100 bootstrap realizations of the data
# rank	row	LFC	rank score	FDR	signs in groups
3464	P17225	-0.54	0.674659	1.00000	+
3465	P61750	0.07	0.674401	1.00000	+
3466	Q9CQA5	-0.16	0.674371	1.00000	+
3467	Q9CR16	-0.49	0.674347	1.00000	-
3468	Q80Z37	-0.59	0.674184	1.00000	+
3469	Q9CRT8	-0.17	0.673819	1.00000	+
3470	Q9Z1N5	-0.01	0.673781	1.00000	+
3471	Q9CQC6	0.02	0.673432	1.00000	+
3472	Q6ZQ38	-0.44	0.673280	1.00000	-
3473	Q9QZ67	-0.02	0.673203	1.00000	+
3474	Q3U0K8	-0.16	0.672714	1.00000	+
3475	P56379	-1.13	0.672541	1.00000	-
3476	Q91XU3	-0.16	0.672161	1.00000	+
3477	B1AZI6	-0.48	0.671743	1.00000	+
3478	Q61496	-0.16	0.671608	1.00000	+
3479	Q8BJY1	-0.49	0.671570	1.00000	-
3480	Q9D1A2	1.14	0.671186	1.00000	+
3481	E9Q7G0	-0.30	0.669993	1.00000	+
3482	Q9WV80	-0.17	0.669947	1.00000	+
3483	B7ZCR6	-0.40	0.669895	1.00000	+
3484	P26039	-0.05	0.669405	1.00000	+
3485	Q99K85	0.52	0.669400	1.00000	+
3486	Q78PY7	0.31	0.669369	1.00000	+
3487	Q5U4C3	-0.17	0.669073	1.00000	+
3488	Q8BGC0	-0.19	0.668838	1.00000	+
3489	Q9EPL8	-0.47	0.668660	1.00000	-
3490	A2A655	-0.39	0.668615	1.00000	+
3491	Q5XFZ0	-0.58	0.668494	1.00000	+
3492	Q7TML3	-0.18	0.668283	1.00000	+
3493	Q80Y84	-0.08	0.668102	1.00000	+
3494	Q99LH1	-0.54	0.667878	1.00000	+
3495	B1AQJ2	-0.35	0.667762	1.00000	+
3496	E9Q6J5	-0.39	0.667601	1.00000	+
3497	P56480	-0.43	0.667009	1.00000	-
3498	Q8C1A5	-1.09	0.666656	1.00000	-
3499	A0A2I3BRL0	-0.16	0.666617	1.00000	+
3500	Q8VEK3	-0.25	0.666457	1.00000	+
3501	Q8K2V1	-0.16	0.666061	1.00000	+
3502	Q8VC30	-0.15	0.665505	1.00000	+
3503	Q6ZQ58	0.90	0.665341	1.00000	+
3504	O08784	-0.48	0.665248	1.00000	-
3505	P42208	-0.16	0.664949	1.00000	+
3506	Q9Z2D6	-0.32	0.664866	1.00000	+
3507	Q9JIK5	-0.16	0.664727	1.00000	+
3508	Q8VE19	-0.12	0.664392	1.00000	+
3509	Q5SU73	-0.25	0.663871	1.00000	+
3510	Q8BNU0	-0.13	0.663277	1.00000	+
3511	P45377	-0.13	0.662720	1.00000	+
3512	Q9EPQ8	-0.41	0.662562	1.00000	+
3513	Q99KB8	-1.05	0.662483	1.00000	-
3514	Q91VR5	0.22	0.662472	1.00000	+
3515	Q5SSI6	-0.05	0.662304	1.00000	+
3516	Q9CQJ2	-0.15	0.662162	1.00000	+
3517	Q9CW03	-0.42	0.662123	1.00000	+
3518	Q3UVL4	-0.14	0.661045	1.00000	+
3519	P49312	-0.91	0.660706	1.00000	-
3520	E9PVX6	-0.26	0.660469	1.00000	+
3521	Q8BFY9	0.33	0.660103	1.00000	+
3522	Q8BH15	-0.17	0.659927	1.00000	+
3523	O70503	-0.18	0.659368	1.00000	+
3524	Q8BGJ9	-0.46	0.658729	1.00000	+
3525	Q921M3	-0.61	0.658468	1.00000	+
3526	Q8VDW0	0.06	0.658349	1.00000	+
3527	Q9QZE5	-0.21	0.658248	1.00000	+
3528	Q8BK67	-0.42	0.657923	1.00000	-
3529	Q9CX86	-0.87	0.657520	1.00000	-
3530	Q6A4J8	-0.17	0.657445	1.00000	+
3531	Q8CAY6	-1.09	0.657202	1.00000	-
3532	Q9ESW4	-0.18	0.657127	1.00000	+
3533	P81269	-1.51	0.656962	1.00000	-
3534	Q8BFR5	0.34	0.656740	1.00000	+
3535	Q9CZ91	-0.07	0.655891	1.00000	+
3536	P70296	-0.18	0.655444	1.00000	+
3537	Q9Z1F9	-0.34	0.655274	1.00000	+
3538	Q9WVM3	-0.15	0.654882	1.00000	+
3539	Q8CHP5	-1.06	0.654672	1.00000	-
3540	Q9WVR4	0.13	0.654115	1.00000	+
3541	E9QN31	0.13	0.654010	1.00000	+
3542	Q99KI0	1.19	0.653957	1.00000	+
3543	Q9JLV1	-0.14	0.653758	1.00000	+
3544	Q922R8	-0.13	0.653195	1.00000	+
3545	G3XA30	-0.42	0.653132	1.00000	+
3546	F7B5B5	-0.90	0.653011	1.00000	-
3547	Q9D0L8	-0.13	0.652632	1.00000	+
3548	Q8CJF7	-0.27	0.651677	1.00000	+
3549	Q9CQE7	-0.15	0.651505	1.00000	+
3550	B1AZ99	-0.61	0.651008	1.00000	+
3551	P52927	0.15	0.650811	1.00000	+
3552	Q99L47	-0.65	0.650445	1.00000	-
3553	Q61686	-0.17	0.649799	1.00000	+
3554	Q8VCH6	-0.34	0.649525	1.00000	+
3555	Q9DAW9	-0.16	0.649247	1.00000	+
3556	Q8K3F7	0.57	0.649223	1.00000	+
3557	Q9R0U0	-0.71	0.648854	1.00000	-
3558	Q8BJW5	0.06	0.648812	1.00000	+
3559	Q8C7R4	-0.14	0.648117	1.00000	+
3560	A0A2I3BRM6	-1.61	0.647860	1.00000	-
3561	Q99L04	-0.14	0.647551	1.00000	+
3562	P32233	0.66	0.647535	1.00000	+
3563	Q9D8X2	-0.35	0.647299	1.00000	+
3564	Q7TQK1	-0.42	0.646973	1.00000	+
3565	B8JJG9	-0.14	0.646418	1.00000	+
3566	Q6PB66	0.08	0.646134	1.00000	+
3567	Q9QYI3	0.78	0.646086	1.00000	+
3568	Q5SRY7	-0.72	0.645986	1.00000	-
3569	O88271	-0.10	0.645920	1.00000	+
3570	Q80U70	-0.19	0.644984	1.00000	+
3571	G3X9B1	-0.05	0.644960	1.00000	+
3572	Q8BH60	-0.10	0.644717	1.00000	+
3573	Q920B9	-0.84	0.644676	1.00000	-
3574	P62911	-0.77	0.644628	1.00000	-
3575	Q9D361	-0.71	0.644246	1.00000	-
3576	P35700	-0.54	0.644208	1.00000	-
3577	Q99P72	-0.07	0.644150	1.00000	+
3578	Q6P5B0	-0.21	0.643919	1.00000	+
3579	Q99M04	-0.07	0.643582	1.00000	+
3580	Q3UEB3	0.52	0.643427	1.00000	+
3581	Q9R1Q7	-0.86	0.642970	1.00000	-
3582	Q9WTQ5	0.10	0.642357	1.00000	+
3583	P14733	-0.45	0.642142	1.00000	+
3584	Q60575	-0.07	0.641306	1.00000	+
3585	Q8BP47	-0.09	0.640167	1.00000	+
3586	Q8BM72	0.21	0.639796	1.00000	+
3587	P06745	-0.06	0.639596	1.00000	+
3588	Q99MR6	-0.37	0.638972	1.00000	+
3589	P50518	-0.86	0.638670	1.00000	-
3590	Q9R0N0	-0.10	0.637884	1.00000	+
3591	Q61316	-0.43	0.637738	1.00000	-
3592	Q5XG71	-0.15	0.636570	1.00000	+
3593	A0A286YDI8	-0.12	0.635595	1.00000	+
3594	Q8BL97	-0.52	0.634569	1.00000	+
3595	P53811	-0.89	0.634558	1.00000	-
3596	Q9CZI9	-0.51	0.634434	1.00000	+
3597	Q8VBV3	-0.57	0.634360	1.00000	+
3598	Q922P9	-0.07	0.634357	1.00000	+
3599	P70351	-0.38	0.634143	1.00000	+
3600	Q3TIR3	-0.12	0.633875	1.00000	+
3601	Q3UKJ7	-0.83	0.633796	1.00000	-
3602	Q5SW19	0.64	0.633743	1.00000	+
3603	P32037	-0.87	0.633557	1.00000	-
3604	Q9CQM2	-0.11	0.633302	1.00000	+
3605	Q9WUM5	-0.10	0.632727	1.00000	+
3606	Q3UGC7	0.62	0.632497	1.00000	+
3607	P97379	-0.10	0.632153	1.00000	+
3608	O70456	-0.82	0.631585	1.00000	-
3609	Q8CG76	-0.07	0.631578	1.00000	+
3610	Q9CU62	-0.29	0.631436	1.00000	+
3611	Q3V1V3	-0.72	0.631107	1.00000	-
3612	Q63943	-0.08	0.631002	1.00000	+
3613	Q9R0Q7	-0.82	0.630615	1.00000	-
3614	Q9WVP1	-0.08	0.630427	1.00000	+
3615	P18653	-0.07	0.629851	1.00000	+
3616	Q9D051	0.70	0.629761	1.00000	+
3617	Q9WV60	-0.80	0.629654	1.00000	-
3618	P19096	-0.32	0.629500	1.00000	-
3619	Q91YQ5	-0.00	0.629199	1.00000	+
3620	Q8BH95	-0.76	0.628702	1.00000	-
3621	Q9JK23	-0.03	0.628698	1.00000	+
3622	E9QAR6	0.14	0.628344	1.00000	+
3623	P62908	-0.34	0.628108	1.00000	-
3624	P47915	0.05	0.628088	1.00000	+
3625	O35047	-0.75	0.627760	1.00000	-
3626	E9Q4T4	0.31	0.627680	1.00000	+
3627	P70371	-0.08	0.627636	1.00000	+
3628	Q9CQA1	-0.02	0.627543	1.00000	+
3629	Q9ES97	-0.75	0.626827	1.00000	-
3630	Q99JF8	-0.47	0.626806	1.00000	+
3631	Q8K3Z9	-0.32	0.626741	1.00000	+
3632	Q5FWI3	0.09	0.626303	1.00000	+
3633	Q80UU9	-0.74	0.625903	1.00000	-
3634	Q05920	-0.02	0.625809	1.00000	+
3635	P51150	0.23	0.625514	1.00000	+
3636	Q8BGB7	-0.02	0.625230	1.00000	+
3637	Q921C3	0.03	0.625230	1.00000	+
3638	E9PXW0	-0.73	0.625087	1.00000	-
3639	Q8VDF2	-0.71	0.624992	1.00000	-
3640	A6PWY4	-0.80	0.624653	1.00000	-
3641	Q9CQ65	-0.02	0.624651	1.00000	+
3642	Q6PDM2	-0.56	0.624240	1.00000	+
3643	O88491	-0.30	0.624146	1.00000	+
3644	P05201	-0.74	0.624080	1.00000	-
3645	P47226	-0.02	0.624072	1.00000	+
3646	Q9D819	0.38	0.624032	1.00000	+
3647	Q91WM3	0.06	0.623685	1.00000	+
3648	P61082	-0.73	0.623182	1.00000	-
3649	Q8VCD5	-0.02	0.622912	1.00000	+
3650	Q99LF4	-0.30	0.622528	1.00000	-
3651	Q7TMK9	-0.65	0.622482	1.00000	+
3652	Q9CQL5	-0.01	0.622331	1.00000	+
3653	Q8BGS2	-0.72	0.622291	1.00000	-
3654	Q8K1J5	-0.01	0.620587	1.00000	+
3655	P28271	-0.70	0.620534	1.00000	-
3656	Q80VD1	-0.01	0.620005	1.00000	+
3657	Q8BWT1	-0.01	0.619423	1.00000	+
3658	Q8C8R3	-0.17	0.618808	1.00000	+
3659	Q9QYR9	-0.70	0.618808	1.00000	-
3660	O55234	-0.70	0.617956	1.00000	-
3661	Q9ERK4	-0.29	0.617677	1.00000	-
3662	Q9WTP2	-0.01	0.617090	1.00000	+
3663	P30658	-0.56	0.616713	1.00000	+
3664	Q922B2	0.17	0.616542	1.00000	+
3665	Q91YM2	-0.01	0.616505	1.00000	+
3666	Q78IK4	-0.68	0.616274	1.00000	-
3667	Q922R5	-0.01	0.615921	1.00000	+
3668	P28352	0.14	0.615600	1.00000	+
3669	Q9DBL1	-0.68	0.615443	1.00000	-
3670	Q61595	-0.01	0.615336	1.00000	+
3671	Q9WV70	0.08	0.615313	1.00000	+
3672	Q91VK1	0.12	0.614873	1.00000	+
3673	Q9JHR7	0.12	0.614829	1.00000	+
3674	Q91YP3	-0.67	0.614620	1.00000	-
3675	Q8R3N1	-0.47	0.614240	1.00000	+
3676	P32921	-0.00	0.614165	1.00000	+
3677	Q9D0K2	-0.67	0.613803	1.00000	-
3678	P59325	0.61	0.613650	1.00000	+
3679	P58064	-0.00	0.613579	1.00000	+
3680	Q8CIG8	0.73	0.613326	1.00000	+
3681	P67778	-0.29	0.613127	1.00000	-
3682	P40338	-0.65	0.612993	1.00000	-
3683	Q7TNL5	0.00	0.612405	1.00000	+
3684	Q8QZY1	-0.65	0.612189	1.00000	-
3685	P30416	-0.30	0.612001	1.00000	-
3686	Q8CJ40	-0.35	0.611849	1.00000	+
3687	Q3TFK5	-0.37	0.611433	1.00000	+
3688	Q9DAR7	-0.64	0.611392	1.00000	-
3689	P17809	0.68	0.611144	1.00000	+
3690	Q91VU7	0.00	0.610643	1.00000	+
3691	P23198	-0.81	0.610526	1.00000	-
3692	Q9WUK2	0.00	0.610054	1.00000	+
3693	Q5SXI5	-0.23	0.609816	1.00000	+
3694	Q64127	-0.05	0.609557	1.00000	+
3695	P70261	0.00	0.609465	1.00000	+
3696	Q9WUM4	-0.63	0.609037	1.00000	-
3697	Q9DAK9	0.00	0.608876	1.00000	+
3698	Q7TMM9	-0.05	0.608565	1.00000	+
3699	E9QAE4	-0.32	0.608323	1.00000	+
3700	Q03173	0.00	0.608287	1.00000	+
3701	P08113	0.17	0.607862	1.00000	+
3702	B2RS91	0.00	0.607697	1.00000	+
3703	Q99KH8	0.00	0.607107	1.00000	+
3704	Q62351	-0.62	0.606736	1.00000	-
3705	Q52KH6	-0.25	0.605981	1.00000	+
3706	Q9JJV2	0.00	0.605925	1.00000	+
3707	Q3V1H1	-0.62	0.605818	1.00000	+
3708	Q62433	-0.61	0.605231	1.00000	-
3709	Q9D662	0.00	0.604742	1.00000	+
3710	Q9Z2I8	-0.61	0.604486	1.00000	-
3711	Q9CQW2	0.00	0.604149	1.00000	+
3712	Q70FJ1	-0.75	0.603927	1.00000	-
3713	Q9JMA1	-0.60	0.603747	1.00000	-
3714	Q922Y1	0.50	0.603637	1.00000	+
3715	P00493	-0.60	0.603014	1.00000	-
3716	P56135	0.01	0.602964	1.00000	+
3717	Q07113	0.01	0.602370	1.00000	+
3718	Q9D8W5	0.01	0.601776	1.00000	+
3719	Q8BVI5	-0.59	0.601562	1.00000	-
3720	Q8VEM8	0.00	0.601182	1.00000	+
3721	Q8BHN5	-0.67	0.601082	1.00000	-
3722	Q60902	-0.59	0.600844	1.00000	-
3723	Q11011	0.26	0.600692	1.00000	+
3724	P62334	0.01	0.600587	1.00000	+
3725	Q9D1L0	-0.58	0.600130	1.00000	-
3726	O08738	0.92	0.599877	1.00000	+
3727	Q03265	0.36	0.599699	1.00000	+
3728	Q9D7G0	-0.58	0.599422	1.00000	-
3729	Q14C51	0.00	0.599397	1.00000	+
3730	O88746	0.00	0.598801	1.00000	+
3731	P34914	-0.58	0.598718	1.00000	-
3732	Q9DCH4	-0.23	0.598411	1.00000	-
3733	Q9CY52	0.00	0.598205	1.00000	+
3734	Q8CIN4	-0.58	0.598020	1.00000	-
3735	Q91YT7	-0.00	0.597608	1.00000	+
3736	P54071	-0.58	0.597326	1.00000	-
3737	P36916	-0.00	0.597011	1.00000	+
3738	Q8BK35	-0.30	0.596955	1.00000	+
3739	Q7TNG5	-0.58	0.596636	1.00000	-
3740	Q05D44	-0.00	0.596413	1.00000	+
3741	P28658	0.02	0.596271	1.00000	+
3742	E9Q3G5	-0.57	0.595951	1.00000	-
3743	P14824	-0.31	0.595271	1.00000	-
3744	Q9D8U8	-0.00	0.595217	1.00000	+
3745	Q7TPQ3	-0.65	0.595044	1.00000	-
3746	Q99LD4	0.75	0.594940	1.00000	+
3747	Q91YK2	-0.19	0.594804	1.00000	+
3748	Q8BMB0	-0.38	0.594743	1.00000	+
3749	Q9Z1R2	-0.00	0.594618	1.00000	+
3750	Q7TT18	0.00	0.594019	1.00000	+
3751	Q9QZ23	-0.56	0.593924	1.00000	-
3752	O55222	-0.56	0.593256	1.00000	-
3753	P14869	-0.21	0.593053	1.00000	-
3754	A0A384DV79	-0.81	0.592872	1.00000	-
3755	Q8K1J6	-0.00	0.592819	1.00000	+
3756	P80318	-0.46	0.592457	1.00000	-
3757	Q9D0M1	-0.00	0.592219	1.00000	+
3758	Q6P3A8	-0.56	0.591934	1.00000	-
3759	P26645	-0.00	0.591618	1.00000	+
3760	P23492	-0.55	0.591280	1.00000	-
3761	Q60862	-0.33	0.591223	1.00000	+
3762	Q80TF4	-0.00	0.591017	1.00000	+
3763	Q9CQW0	-0.55	0.590629	1.00000	-
3764	Q60809	-0.00	0.590415	1.00000	+
3765	Q64520	-0.54	0.589982	1.00000	-
3766	P35486	-0.00	0.589813	1.00000	+
3767	Q68FD5	-0.21	0.589794	1.00000	-
3768	Q8BU30	0.47	0.589369	1.00000	+
3769	O35143	-0.53	0.589339	1.00000	-
3770	E9QAQ7	-0.00	0.589210	1.00000	+
3771	Q8BGQ7	-0.16	0.589055	1.00000	+
3772	P09103	-0.44	0.588743	1.00000	-
3773	O08600	-0.52	0.588701	1.00000	-
3774	Q05816	-0.00	0.588004	1.00000	+
3775	Q8CDM1	0.22	0.587474	1.00000	+
3776	P31230	-0.53	0.587434	1.00000	-
3777	Q99LE6	-0.01	0.587400	1.00000	+
3778	E9PZM7	-0.71	0.587399	1.00000	-
3779	Q9DBY8	-0.33	0.586935	1.00000	+
3780	Q8BH69	-0.52	0.586807	1.00000	-
3781	Q8R2V5	-0.00	0.586796	1.00000	+
3782	Q9D0I8	-0.41	0.586627	1.00000	+
3783	P68040	-0.19	0.586627	1.00000	-
3784	Q9D0M2	-0.17	0.586275	1.00000	+
3785	Q7TSG2	-0.00	0.586191	1.00000	+
3786	Q811J3	-0.52	0.586183	1.00000	-
3787	Q3TEA8	-0.11	0.586058	1.00000	+
3788	P10126	-0.21	0.585745	1.00000	-
3789	P24270	0.00	0.585586	1.00000	+
3790	Q9WV55	-0.52	0.585563	1.00000	-
3791	Q8VDG5	-0.00	0.584980	1.00000	+
3792	Q8CH09	-0.64	0.584965	1.00000	-
3793	P57759	-0.10	0.584914	1.00000	+
3794	Q9DA19	-0.94	0.584374	1.00000	-
3795	Q3THG9	-0.01	0.584374	1.00000	+
3796	O35639	-0.50	0.583118	1.00000	-
3797	P21107	-0.20	0.582660	1.00000	-
3798	Q9ES56	-0.01	0.582553	1.00000	+
3799	Q8CDN6	-0.49	0.582515	1.00000	-
3800	Q9D0R9	-0.64	0.582419	1.00000	-
3801	O08663	-0.00	0.581945	1.00000	+
3802	Q9D3E6	-0.39	0.581772	1.00000	+
3803	B1AVB1	-0.45	0.581693	1.00000	+
3804	P63085	-0.48	0.581320	1.00000	-
3805	P49452	0.02	0.580492	1.00000	+
3806	Q80Y81	-0.47	0.580138	1.00000	-
3807	Q9Z1J3	-0.01	0.580119	1.00000	+
3808	Q922H2	-0.47	0.579552	1.00000	-
3809	P28028	-0.47	0.578969	1.00000	-
3810	Q8VDP2	-0.94	0.578899	1.00000	-
3811	P46978	-0.01	0.578899	1.00000	+
3812	P09411	-0.30	0.578871	1.00000	-
3813	Q64727	-0.20	0.578543	1.00000	-
3814	P26638	-0.46	0.578389	1.00000	-
3815	Q6Y7W8	-0.00	0.578289	1.00000	+
3816	Q8C0L8	-0.00	0.577678	1.00000	+
3817	P11157	-0.44	0.577239	1.00000	-
3818	Q8K2T8	-0.00	0.577066	1.00000	+
3819	Q8C166	-0.16	0.576748	1.00000	-
3820	Q566J8	-0.44	0.576101	1.00000	-
3821	P14152	-0.38	0.575894	1.00000	-
3822	Q8BH43	-0.00	0.575842	1.00000	+
3823	Q3URR7	-0.70	0.574802	1.00000	-
3824	Q6IE82	-0.45	0.574666	1.00000	+
3825	P61290	-0.43	0.574415	1.00000	-
3826	Q9R0Q9	-0.43	0.573859	1.00000	-
3827	Q8VDJ3	-0.00	0.573388	1.00000	+
3828	Q8BWW4	-0.43	0.573306	1.00000	-
3829	Q8BSN5	-0.00	0.572773	1.00000	+
3830	Q8C547	-0.42	0.572755	1.00000	-
3831	P27546	-0.00	0.572158	1.00000	+
3832	Q9JMH6	-0.42	0.571662	1.00000	-
3833	Q64378	0.24	0.571566	1.00000	+
3834	Q9Z2A5	-0.00	0.571542	1.00000	+
3835	Q8BK58	-0.42	0.570580	1.00000	-
3836	P50544	-0.00	0.570309	1.00000	+
3837	Q9D903	-0.10	0.569769	1.00000	+
3838	E9Q3D4	-0.00	0.569692	1.00000	+
3839	Q9D937	-0.03	0.569668	1.00000	+
3840	Q8R2Y8	-0.41	0.569509	1.00000	-
3841	Q9CZJ1	-0.01	0.569393	1.00000	+
3842	Q8R5K4	-0.13	0.569248	1.00000	+
3843	Q07076	-0.41	0.568977	1.00000	-
3844	Q8R081	-0.71	0.568972	1.00000	-
3845	P83741	0.00	0.568457	1.00000	+
3846	Q9QYA2	-0.41	0.568448	1.00000	-
3847	Q6DFW4	-0.81	0.568031	1.00000	-
3848	O88986	-0.00	0.567838	1.00000	+
3849	Q9D0U6	-0.40	0.567397	1.00000	-
3850	Q91V12	-0.00	0.567219	1.00000	+
3851	P40201	-0.65	0.567077	1.00000	-
3852	P29758	-0.40	0.566875	1.00000	-
3853	Q8BHD7	-0.65	0.566688	1.00000	-
3854	Q9EQU5	-0.42	0.566629	1.00000	-
3855	Q99KC8	0.00	0.566599	1.00000	+
3856	P97470	-0.39	0.566355	1.00000	-
3857	Q9JKX6	-0.15	0.566213	1.00000	-
3858	Q8C0J2	0.00	0.565979	1.00000	+
3859	Q8BJS4	-0.36	0.565918	1.00000	+
3860	Q6IRU2	-0.39	0.565838	1.00000	-
3861	Q9WUA2	0.53	0.565554	1.00000	+
3862	Q571I9	0.00	0.565359	1.00000	+
3863	E9PZM4	-0.08	0.565342	1.00000	+
3864	Q6P1B1	-0.39	0.565324	1.00000	-
3865	Q9D8N0	-0.16	0.565188	1.00000	-
3866	Q8K2H6	-0.00	0.564738	1.00000	+
3867	P26443	0.60	0.564681	1.00000	+
3868	Q7TQH0	-0.39	0.564302	1.00000	-
3869	O08915	0.00	0.564116	1.00000	+
3870	Q9Z2Z9	-0.39	0.563794	1.00000	-
3871	Q8VDD9	-0.06	0.563658	1.00000	+
3872	Q3THK3	0.00	0.563494	1.00000	+
3873	P80316	-0.16	0.563425	1.00000	-
3874	Q9CZX9	-0.38	0.563289	1.00000	-
3875	Q91WJ8	-0.95	0.563220	1.00000	-
3876	Q61550	-0.53	0.563074	1.00000	+
3877	O70492	0.00	0.562872	1.00000	+
3878	Q61188	-0.31	0.562851	1.00000	+
3879	E9Q5C9	-0.75	0.562422	1.00000	-
3880	Q8BHX3	-0.08	0.562277	1.00000	+
3881	P17426	0.00	0.562249	1.00000	+
3882	Q8CI11	-0.64	0.561988	1.00000	-
3883	Q00PI9	-0.12	0.561638	1.00000	+
3884	Q8CI94	-0.00	0.561625	1.00000	+
3885	Q8VBT9	-0.37	0.561290	1.00000	-
3886	P70362	0.00	0.561001	1.00000	+
3887	Q80X50	-0.37	0.560796	1.00000	-
3888	Q6P9Y7	0.00	0.560377	1.00000	+
3889	Q9CYG7	-0.37	0.560304	1.00000	-
3890	P97855	0.49	0.560300	1.00000	+
3891	O88379	-0.28	0.560234	1.00000	+
3892	Q8BMC4	-0.30	0.560058	1.00000	+
3893	Q5F2E7	0.00	0.559752	1.00000	+
3894	Q9DB20	-0.36	0.559326	1.00000	-
3895	P62715	-0.10	0.559145	1.00000	+
3896	Q9CQJ6	-0.35	0.558840	1.00000	-
3897	Q9DC40	0.01	0.558500	1.00000	+
3898	Q99N84	-0.35	0.558357	1.00000	-
3899	Q8R2N2	-0.02	0.558336	1.00000	+
3900	Q99MV7	0.00	0.557874	1.00000	+
3901	Q91YP2	-0.35	0.557396	1.00000	-
3902	Q9D6R2	-0.30	0.557152	1.00000	-
3903	Q9Z1Z0	0.00	0.556619	1.00000	+
3904	Q3U2G2	-0.34	0.556443	1.00000	-
3905	Q8R2M2	-0.03	0.556342	1.00000	+
3906	Q9QXY6	-0.34	0.555497	1.00000	-
3907	Q9Z2Y8	0.00	0.555363	1.00000	+
3908	Q9D975	-0.34	0.555028	1.00000	-
3909	Q6NZJ6	-0.13	0.554746	1.00000	-
3910	Q9ESX5	-0.71	0.554732	1.00000	-
3911	Q9CY64	0.00	0.554104	1.00000	+
3912	Q9JI11	-0.33	0.554094	1.00000	-
3913	Q8VE22	0.00	0.553474	1.00000	+
3914	Q8C5L7	-0.52	0.553411	1.00000	+
3915	P18242	-0.13	0.553182	1.00000	-
3916	P50431	-0.32	0.553168	1.00000	-
3917	Q9WUM3	0.00	0.552843	1.00000	+
3918	Q8BK64	-0.32	0.552249	1.00000	-
3919	Q9ER72	0.00	0.552212	1.00000	+
3920	Q9R207	-0.32	0.551793	1.00000	-
3921	Q8BX94	-0.00	0.551580	1.00000	+
3922	O70133	-0.22	0.551302	1.00000	+
3923	Q8BIP0	0.00	0.550948	1.00000	+
3924	Q91Z53	-0.31	0.550885	1.00000	-
3925	Q922X9	-0.31	0.550434	1.00000	-
3926	P99027	-0.00	0.550315	1.00000	+
3927	P09405	-0.61	0.550274	1.00000	-
3928	Q99LP6	0.68	0.550173	1.00000	+
3929	Q8CBQ5	-0.31	0.549984	1.00000	-
3930	Q9Z1Z2	0.00	0.549681	1.00000	+
3931	Q505F5	-0.31	0.549536	1.00000	-
3932	Q9JIF0	-0.11	0.549399	1.00000	-
3933	Q8R3C6	-0.25	0.549257	1.00000	+
3934	P97742	-0.30	0.549090	1.00000	-
3935	P34884	-0.15	0.548577	1.00000	-
3936	Q64514	-0.01	0.548515	1.00000	-
3937	Q8CCP0	0.00	0.548413	1.00000	+
3938	Q9R0P9	-0.30	0.548203	1.00000	-
3939	E9PY61	-0.86	0.548136	1.00000	-
3940	E9PWW9	-0.29	0.547829	1.00000	+
3941	Q9R0M6	0.00	0.547778	1.00000	+
3942	Q9DC71	-0.29	0.547762	1.00000	-
3943	P08003	0.70	0.547707	1.00000	+
3944	Q99KR3	-0.28	0.547323	1.00000	-
3945	Q8R180	0.45	0.547197	1.00000	+
3946	Q62245	0.01	0.547143	1.00000	+
3947	Q99LD9	-0.28	0.546885	1.00000	-
3948	Q02053	-0.09	0.546789	1.00000	-
3949	Q9Z277	-0.14	0.546378	1.00000	+
3950	E9Q9R9	0.01	0.545870	1.00000	+
3951	Q9Z2R6	-0.26	0.545151	1.00000	-
3952	Q6NZL1	-0.34	0.544723	1.00000	+
3953	P39749	-0.26	0.544721	1.00000	-
3954	Q9Z110	0.01	0.544595	1.00000	+
3955	P35550	-0.11	0.544408	1.00000	+
3956	Q3TX08	0.01	0.543957	1.00000	+
3957	O88544	-0.26	0.543866	1.00000	-
3958	Q9Z2U1	-0.31	0.543472	1.00000	-
3959	Q8BGD9	-0.25	0.543441	1.00000	-
3960	Q8BVE3	0.01	0.543318	1.00000	+
3961	Q8VIJ6	-0.08	0.542982	1.00000	-
3962	Q9DB05	0.01	0.542678	1.00000	+
3963	Q9CYR6	-0.25	0.542596	1.00000	-
3964	Q9ESU7	-0.24	0.542175	1.00000	-
3965	P83510	0.01	0.542039	1.00000	+
3966	Q9DBU5	-0.59	0.541643	1.00000	-
3967	Q9WVA3	-0.10	0.541063	1.00000	-
3968	Q9JIM1	-0.24	0.540923	1.00000	-
3969	Q9DBW3	0.01	0.540757	1.00000	+
3970	Q3UHX9	-0.50	0.540553	1.00000	+
3971	Q80UY1	-0.23	0.540508	1.00000	-
3972	Q80UG5	-0.23	0.540095	1.00000	-
3973	Q8C6L5	-0.57	0.540095	1.00000	+
3974	Q9CWX9	-0.47	0.539853	1.00000	+
3975	Q9Z120	-0.23	0.539684	1.00000	-
3976	P61982	-0.06	0.539683	1.00000	-
3977	Q80WT5	0.01	0.539473	1.00000	+
3978	O08795	-0.22	0.538864	1.00000	-
